label,Name,ES829402,ES829403,ES829404,ES829405,ES829406,ES829407,ES829408,ES829409,ES829410,ES829411,ES829412,ES829413,ES829414,ES829415,ES829416,ES829417,ES829418,ES829419,ES829420,ES829421,ES829422,ES829423,ES829424,ES829425,ES829426,ES829427,ES829428,ES829429,ES829430,ES829431,ES829432,ES829433,ES829434,ES829435,ES829436,ES829437,ES829438,ES829439,ES829440,ES829441,ES829442,ES829443,ES829444,ES829445,ES829446,ES829447,ES829448,ES829449,ES829450,ES829451,ES829452,ES829453,ES829454,ES829455,ES829456,ES829457,ES829458,ES829459,ES829460,ES829461,ES829462,ES829463,ES829464,ES829465,ES829466,ES829467,ES829468,ES829471,ES829472,ES829473,ES829474
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD94-,CD94-CD4+ T cells,0.139935897,0.363208333,0.345610063,0.166734375,0.311898771,0.308690476,0.282325359,0.212217391,0.326396907,0.19992228,0.093137097,0.268955446,0.18638172,0.238696875,0.205763636,0.259088496,0.234687179,0.227943478,0.180174312,0.299833333,0.210206061,0.207666667,0.163246479,0.242374101,0.230205128,0.202219388,0.296472393,0.297453704,0.32796,0.181889831,0.153408654,0.246208791,0.233111888,0.225536585,0.284435233,0.241833333,0.199814815,0.175968586,0.143616279,0.22847541,0.291182857,0.285343629,0.171010152,0.276161905,0.371702586,0.255633028,0.310425373,0.218701887,0.318092511,0.264732759,0.249540541,0.308799308,0.133316832,0.18176506,0.237763514,0.30007563,0.237694915,0.266929577,0.241568,0.188291866,0.207825532,0.282098446,0.231372549,0.176164706,0.299407821,0.223306383,0.225819113,0.239488189,0.25399187,0.218589147,0.224553838
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD94+,CD94+CD4+ T cells,0.002388889,0.000675,0.000930818,0.001947917,0.000714485,0.000603175,0.00292823,0.001463768,0.001649485,0.000611399,0.000403226,0.00640099,0.00177957,0.00166875,0.001484848,0.001207965,0.000779487,0.000686957,0.001724771,0.001318841,0.001884848,0.003027397,0.002552817,0.001654676,0.001061538,0.003602041,0.002208589,0.006912037,0.001433333,0.000567797,0.002951923,0.001021978,0.003587413,0.00337561,0.002207254,0.002892473,0.0017,0.000853403,0.002540698,0.000983607,0.001171429,0.002482625,0.001654822,0.0026,0.00262931,0.001912844,0.001873134,0.002358491,0.00277533,0.001258621,0.002481982,0.00099308,0.001143564,0.000915663,0.001277027,0.001752101,5.00E-04,0.000964789,0.001912,0.002023923,0.002246809,0.00161658,0.001619608,0.001888235,0.001256983,0.001382979,0.003143345,0.001795276,0.000796748,0.001232558,0.002621802
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|HLADR-|CD38-,HLADR-CD38-CD4+ T cells,0.136316239,0.351916667,0.326710692,0.162536458,0.300549843,0.302404762,0.274598086,0.206405797,0.313752577,0.191512953,0.090564516,0.267084158,0.184043011,0.234715625,0.201242424,0.247915929,0.227066667,0.218826087,0.167972477,0.286985507,0.198212121,0.20526484,0.158246479,0.234248201,0.224953846,0.19369898,0.285920245,0.289537037,0.318686667,0.172601695,0.150110577,0.238153846,0.225706294,0.219921951,0.275165803,0.231494624,0.189403704,0.166031414,0.139662791,0.209251366,0.27824,0.268440154,0.156918782,0.262409524,0.357349138,0.245293578,0.294246269,0.210124528,0.300731278,0.250672414,0.240972973,0.296948097,0.12810396,0.174222892,0.226141892,0.292621849,0.227601695,0.258485915,0.227504,0.179961722,0.202408511,0.27338342,0.227537255,0.169,0.29173743,0.217497872,0.219969283,0.220173228,0.243536585,0.203697674,0.203609787
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|HLADR-|CD38+,HLADR-CD38+CD4+ T cells,0.002653846,0.008791667,0.015301887,0.002375,0.006948112,0.003087302,0.004004785,0.002681159,0.011891753,0.005673575,0.001475806,0.005079208,0.002053763,0.00244375,0.002666667,0.007323009,0.003887179,0.004491304,0.005825688,0.008405797,0.009224242,0.003146119,0.003073944,0.005201439,0.002646154,0.00627551,0.009104294,0.009902778,0.005466667,0.004745763,0.003403846,0.002807692,0.006468531,0.003819512,0.005487047,0.00783871,0.009403704,0.005732984,0.003447674,0.009650273,0.007485714,0.0116139,0.009096447,0.009380952,0.009732759,0.006692661,0.010380597,0.006241509,0.015348018,0.011051724,0.007972973,0.009550173,0.002425743,0.004421687,0.007594595,0.003777311,0.00759322,0.005105634,0.01284,0.006425837,0.0048,0.005689119,0.003317647,0.005929412,0.004469274,0.002782979,0.003279863,0.015070866,0.006463415,0.01079845,0.017299847
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|HLADR+|CD38-,HLADR+CD38-CD4+ T cells,0.003111111,0.0029,0.003937107,0.003421875,0.004866785,0.003579365,0.006248804,0.004410628,0.002190722,0.003036269,0.001451613,0.002886139,0.001887097,0.003046875,0.002993939,0.003938053,0.003984615,0.00466087,0.00640367,0.005036232,0.003909091,0.002041096,0.004197183,0.00428777,0.003348718,0.004811224,0.003220859,0.004361111,0.005046667,0.004686441,0.002413462,0.00593956,0.003944056,0.004795122,0.005440415,0.004704301,0.002344444,0.004670157,0.002796512,0.009464481,0.005994286,0.006559846,0.005050761,0.006085714,0.006836207,0.004990826,0.006649254,0.004154717,0.003669604,0.003508621,0.002855856,0.002979239,0.003673267,0.003771084,0.004837838,0.005155462,0.002745763,0.003943662,0.002576,0.003416268,0.002714894,0.004274611,0.00205098,0.002694118,0.003927374,0.004204255,0.005399317,0.00523622,0.004495935,0.004658915,0.005496675
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|HLADR+|CD38+,HLADR+CD38+CD4+ T cells,0.00024359,0.000275,0.000591195,0.000348958,0.000248517,0.000222222,0.000401914,0.000183575,0.00021134,0.000310881,4.84E-05,0.000306931,0.000177419,0.000159375,0.000345455,0.001119469,0.000528205,0.000652174,0.001697248,0.000724638,0.000745455,0.000242009,0.00028169,0.000291367,0.000317949,0.001035714,0.000435583,0.000564815,0.000193333,0.000423729,0.000432692,0.00032967,0.00058042,0.00037561,0.000549223,0.000688172,0.000362963,0.000387435,0.00025,0.001092896,0.000634286,0.001212355,0.001598985,0.000885714,0.000413793,0.000568807,0.001022388,0.000539623,0.001118943,0.000758621,0.000220721,0.000314879,0.000257426,0.00026506,0.000466216,0.000273109,0.000254237,0.000359155,0.00056,0.000511962,0.000148936,0.000367876,8.63E-05,0.000429412,0.000530726,0.000204255,0.000313993,0.00080315,0.000292683,0.000666667,0.000769332
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD8-|CD57-,CD57-CD4+ T cells,0.131662393,0.355775,0.339075472,0.165723958,0.305789403,0.299063492,0.273961722,0.207318841,0.320819588,0.19515544,0.087016129,0.212242574,0.143172043,0.222240625,0.190321212,0.198097345,0.225482051,0.179613043,0.146504587,0.289818841,0.207072727,0.202630137,0.158299296,0.238208633,0.175979487,0.183260204,0.289858896,0.142856481,0.319793333,0.163822034,0.144485577,0.242104396,0.230818182,0.219863415,0.276797927,0.23494086,0.192040741,0.163858639,0.139790698,0.148060109,0.28128,0.27684556,0.165106599,0.258842857,0.362159483,0.233068807,0.300820896,0.210615094,0.274982379,0.261525862,0.246292793,0.306543253,0.124945545,0.171228916,0.234871622,0.29689916,0.232313559,0.263514085,0.240848,0.188555024,0.207004255,0.280709845,0.228454902,0.175952941,0.29449162,0.221982979,0.217546075,0.222228346,0.234934959,0.199542636,0.204510715
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD8-|CD57+,CD57+CD4+ T cells,0.010662393,0.008108333,0.007465409,0.002958333,0.006823853,0.010230159,0.011291866,0.006362319,0.007226804,0.005378238,0.006524194,0.063113861,0.044989247,0.018125,0.016927273,0.062199115,0.009984615,0.049017391,0.035394495,0.011333333,0.005018182,0.008063927,0.0075,0.005820144,0.055287179,0.022561224,0.008822086,0.161509259,0.0096,0.018635593,0.011875,0.005126374,0.005881119,0.00904878,0.00984456,0.009784946,0.009474074,0.012963351,0.006366279,0.081398907,0.011074286,0.010980695,0.007558376,0.019919048,0.012172414,0.024477064,0.011477612,0.010445283,0.045885463,0.004465517,0.00572973,0.003249135,0.009514851,0.011451807,0.004168919,0.004928571,0.005881356,0.004380282,0.002632,0.001760766,0.003068085,0.003005181,0.004537255,0.0021,0.006173184,0.002706383,0.011416382,0.019055118,0.019853659,0.02027907,0.022664926
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD8-|ICOS-,ICOS-CD4+ T cells,0.114405983,0.315025,0.295962264,0.1454375,0.264483862,0.262920635,0.256727273,0.185975845,0.284175258,0.171497409,0.081685484,0.252064356,0.169854839,0.2226875,0.182830303,0.228256637,0.205502564,0.205843478,0.123697248,0.221471014,0.168624242,0.173283105,0.135852113,0.194996403,0.197184615,0.13647449,0.241263804,0.253722222,0.2792,0.158788136,0.133879808,0.20367033,0.201727273,0.183463415,0.244709845,0.205564516,0.169292593,0.145198953,0.123616279,0.197748634,0.256291429,0.241633205,0.142878173,0.241414286,0.320112069,0.231472477,0.26719403,0.197162264,0.272718062,0.245784483,0.200621622,0.254709343,0.112955446,0.157933735,0.196283784,0.267457983,0.213974576,0.234964789,0.20868,0.166047847,0.184102128,0.250398964,0.198176471,0.151217647,0.266318436,0.19746383,0.203023891,0.167527559,0.193357724,0.151015504,0.143915697
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD8-|ICOS+,ICOS+CD4+ T cell,0.028705128,0.050766667,0.052685535,0.024161458,0.05029356,0.048174603,0.029904306,0.029014493,0.045783505,0.030362694,0.01241129,0.024589109,0.019177419,0.01875,0.025551515,0.033654867,0.031266667,0.023991304,0.059899083,0.082210145,0.04489697,0.038726027,0.031144366,0.050769784,0.035482051,0.071704082,0.059803681,0.052875,0.052186667,0.024559322,0.023514423,0.045428571,0.036293706,0.047229268,0.043455959,0.040435484,0.033566667,0.033146597,0.023372093,0.032868852,0.037702857,0.047648649,0.030918782,0.039271429,0.056293103,0.027233945,0.046992537,0.025279245,0.050070485,0.021275862,0.052932432,0.056885813,0.022371287,0.025728916,0.044182432,0.035714286,0.02529661,0.034183099,0.036272,0.02523445,0.027042553,0.035,0.03627451,0.027994118,0.035664804,0.028442553,0.027098976,0.075992126,0.063528455,0.07075969,0.085537571
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD8-|PD1-,PD1-CD4+ T cells,0.122,0.327641667,0.319213836,0.145296875,0.273544365,0.257055556,0.264287081,0.189560386,0.310943299,0.182046632,0.079467742,0.213618812,0.158419355,0.221153125,0.178478788,0.211367257,0.203907692,0.176826087,0.141862385,0.26276087,0.191412121,0.188479452,0.142788732,0.212705036,0.191994872,0.145178571,0.275539877,0.173046296,0.305733333,0.162194915,0.134509615,0.227489011,0.206839161,0.201682927,0.243834197,0.21933871,0.17837037,0.142136126,0.117511628,0.165579235,0.265931429,0.259223938,0.12515736,0.235557143,0.333439655,0.216788991,0.260335821,0.194513208,0.268696035,0.243086207,0.216756757,0.28000346,0.115544554,0.164078313,0.213033784,0.281915966,0.220389831,0.240176056,0.213744,0.164631579,0.198357447,0.260829016,0.211862745,0.159482353,0.270642458,0.202982979,0.204406143,0.171244094,0.194130081,0.16575969,0.161691316
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD8-|PD1+,PD1+CD4+ T cells,0.020324786,0.036241667,0.027327044,0.023385417,0.039068891,0.052238095,0.020966507,0.024120773,0.017097938,0.018487047,0.014072581,0.061737624,0.029741935,0.0192125,0.028769697,0.048929204,0.031558974,0.051804348,0.040036697,0.038391304,0.020672727,0.022214612,0.023010563,0.031323741,0.039271795,0.060632653,0.023128834,0.131319444,0.02366,0.020262712,0.021850962,0.019741758,0.02986014,0.027229268,0.04280829,0.025387097,0.023140741,0.034685864,0.028645349,0.063879781,0.026417143,0.028602317,0.047507614,0.043204762,0.040892241,0.040756881,0.051962687,0.02654717,0.052171806,0.022905172,0.035261261,0.029788927,0.018915842,0.01860241,0.026006757,0.019911765,0.017805085,0.02771831,0.029736,0.025684211,0.011714894,0.02288601,0.021129412,0.018570588,0.030022346,0.021706383,0.024556314,0.070031496,0.060658537,0.054046512,0.065484325
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD56+,NKT cells,0.024098291,0.010008333,0.029245283,0.01528125,0.023671212,0.102531746,0.01777512,0.046135266,0.011943299,0.00784456,0.095225806,0.098193069,0.060650538,0.027328125,0.037127273,0.080168142,0.016671795,0.02893913,0.031899083,0.074594203,0.009963636,0.04630137,0.020760563,0.015226619,0.056948718,0.035362245,0.01306135,0.220912037,0.01976,0.031135593,0.028596154,0.012153846,0.022531469,0.021297561,0.026932642,0.018849462,0.049162963,0.053204188,0.019895349,0.203836066,0.0158,0.014853282,0.011238579,0.020828571,0.010456897,0.136958716,0.028410448,0.022339623,0.048101322,0.023487069,0.030716216,0.013391003,0.020311881,0.058439759,0.015547297,0.012239496,0.035855932,0.012640845,0.038792,0.012248804,0.023391489,0.015150259,0.031619608,0.034382353,0.020156425,0.022131915,0.016112628,0.023944882,0.025455285,0.021046512,0.02413273
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+,CD8+ T cells,0.089897436,0.09545,0.106163522,0.069609375,0.085489733,0.162246032,0.041435407,0.127193237,0.175891753,0.030326425,0.113717742,0.163415842,0.180817204,0.08583125,0.22289697,0.167871681,0.073923077,0.121,0.277348624,0.142449275,0.021787879,0.091360731,0.064207746,0.063428058,0.09385641,0.086,0.041815951,0.047023148,0.036213333,0.084330508,0.060826923,0.053186813,0.034454545,0.098058537,0.054,0.07127957,0.180096296,0.12008377,0.049087209,0.240912568,0.041,0.067351351,0.06551269,0.06307619,0.039844828,0.168284404,0.094014925,0.035298113,0.162704846,0.150650862,0.134572072,0.181366782,0.100717822,0.197963855,0.08547973,0.05812605,0.110491525,0.037352113,0.164856,0.07037799,0.095880851,0.072880829,0.136196078,0.140358824,0.06296648,0.093829787,0.102040956,0.197527559,0.216886179,0.182162791,0.184639679
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CCR7-|CD45RA-,effector memory CD8+ T cells,0.034722222,0.019408333,0.030062893,0.019583333,0.029273192,0.030880952,0.015990431,0.062202899,0.023319588,0.011440415,0.04991129,0.074014851,0.079892473,0.046665625,0.120406061,0.119013274,0.048307692,0.0747,0.052724771,0.030217391,0.008066667,0.017561644,0.039626761,0.036571942,0.060569231,0.033617347,0.030220859,0.031541667,0.018073333,0.041237288,0.038673077,0.024730769,0.02013986,0.035960976,0.010849741,0.031752688,0.067696296,0.075581152,0.033261628,0.128688525,0.019062857,0.031277992,0.043558376,0.024509524,0.026547414,0.033655963,0.03369403,0.016418868,0.073740088,0.040038793,0.059144144,0.025366782,0.028836634,0.053903614,0.027966216,0.021714286,0.035177966,0.004542254,0.027976,0.028129187,0.025076596,0.021854922,0.037282353,0.035252941,0.026977654,0.032710638,0.029928328,0.055259843,0.064430894,0.042829457,0.05410631
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CCR7-|CD45RA+,effector CD8+ T cells,0.050388889,0.017491667,0.051496855,0.017442708,0.044422354,0.125,0.019157895,0.052400966,0.016319588,0.004849741,0.055064516,0.045386139,0.092951613,0.035925,0.092278788,0.040066372,0.019517949,0.042713043,0.204788991,0.099913043,0.006127273,0.055182648,0.010841549,0.01468705,0.024917949,0.045,0.007245399,0.009055556,0.006513333,0.039262712,0.019052885,0.017115385,0.008,0.052765854,0.028165803,0.010736559,0.033862963,0.035120419,0.013023256,0.105907104,0.015714286,0.01430888,0.016624365,0.033061905,0.007491379,0.129605505,0.051425373,0.01709434,0.039718062,0.041344828,0.017842342,0.01184083,0.061816832,0.127873494,0.010135135,0.02107563,0.060279661,0.021338028,0.025504,0.01491866,0.005774468,0.010145078,0.013388235,0.0104,0.022055866,0.013859574,0.016064846,0.082299213,0.089536585,0.090395349,0.081589683
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CCR7+|CD45RA-,central memory CD8+ T cells,0.002354701,0.002325,0.003081761,0.002588542,0.001387551,0.00215873,0.001043062,0.003719807,0.00685567,0.00273057,0.002258065,0.013113861,0.002247312,0.0012,0.002751515,0.003128319,0.003307692,0.001826087,0.005394495,0.004318841,0.002436364,0.002657534,0.006447183,0.00507554,0.002989744,0.003867347,0.002680982,0.001893519,0.00274,0.001991525,0.002375,0.004901099,0.00348951,0.004014634,0.002170984,0.003747312,0.007448148,0.004853403,0.001273256,0.003579235,0.002485714,0.003810811,0.003401015,0.001961905,0.001521552,0.00106422,0.003,0.00109434,0.013986784,0.009538793,0.009945946,0.00499308,0.001707921,0.004343373,0.008324324,0.004155462,0.001940678,0.000598592,0.00528,0.006421053,0.012693617,0.006569948,0.008643137,0.011058824,0.00426257,0.007578723,0.01221843,0.009062992,0.009560976,0.004031008,0.006812637
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CCR7+|CD45RA+,naive CD8+ T cells,0.002431624,0.056225,0.021522013,0.029864583,0.010406635,0.004206349,0.005129187,0.008869565,0.129329897,0.011295337,0.006467742,0.032084158,0.005241935,0.002065625,0.006739394,0.005393805,0.002789744,0.0019,0.014440367,0.008,0.005157576,0.015958904,0.007292254,0.007093525,0.005379487,0.003515306,0.001668712,0.004532407,0.008886667,0.001838983,0.000725962,0.00643956,0.002825175,0.005317073,0.012813472,0.025043011,0.071088889,0.004528796,0.001389535,0.002737705,0.003737143,0.017953668,0.001928934,0.003333333,0.004172414,0.003958716,0.005641791,0.000690566,0.037977974,0.059728448,0.04763964,0.138560554,0.008356436,0.011843373,0.038513514,0.011180672,0.01309322,0.010809859,0.1052,0.020148325,0.050685106,0.033994819,0.076882353,0.084223529,0.009357542,0.039119149,0.044266212,0.050905512,0.052487805,0.044604651,0.04213105
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CD161-,CD161-CD8+ T cells,0.08624359,0.089858333,0.093584906,0.062125,0.077412942,0.155706349,0.039110048,0.124309179,0.165061856,0.028466321,0.105483871,0.151683168,0.169241935,0.07184375,0.208642424,0.16090708,0.070928205,0.117273913,0.262743119,0.131673913,0.020715152,0.084292237,0.059510563,0.052248201,0.086697436,0.078367347,0.039601227,0.042444444,0.03062,0.078584746,0.058379808,0.050961538,0.026013986,0.092102439,0.048414508,0.063645161,0.153925926,0.111979058,0.040982558,0.232775956,0.03724,0.058915058,0.061142132,0.048585714,0.036961207,0.164866972,0.078358209,0.029909434,0.14245815,0.135396552,0.119518018,0.169228374,0.091836634,0.193090361,0.079013514,0.051878151,0.096364407,0.026105634,0.158072,0.06484689,0.088319149,0.068305699,0.114772549,0.116111765,0.056620112,0.083123404,0.097535836,0.176503937,0.197552846,0.167434109,0.166762833
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CD161+,CD161+CD8+ T cells,0.003653846,0.005591667,0.012578616,0.007484375,0.008076792,0.006539683,0.002325359,0.002884058,0.010829897,0.001860104,0.008233871,0.011732673,0.011575269,0.0139875,0.014254545,0.006964602,0.002994872,0.003726087,0.014605505,0.010775362,0.001072727,0.007068493,0.004697183,0.011179856,0.007158974,0.007632653,0.002214724,0.004578704,0.005593333,0.005745763,0.002447115,0.002225275,0.008440559,0.005956098,0.005585492,0.007634409,0.02617037,0.008104712,0.008104651,0.008136612,0.00376,0.008436293,0.004370558,0.014490476,0.002883621,0.003417431,0.015656716,0.005388679,0.020246696,0.01525431,0.015054054,0.012138408,0.008881188,0.004873494,0.006466216,0.006247899,0.014127119,0.011246479,0.006784,0.0055311,0.007561702,0.00457513,0.021423529,0.024247059,0.006346369,0.010706383,0.004505119,0.021023622,0.019333333,0.014728682,0.017876846
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CD27-,CD27-CD8+ T cells,0.064303419,0.008083333,0.024496855,0.005307292,0.024012923,0.057666667,0.014684211,0.053768116,0.00707732,0.002683938,0.064862903,0.066960396,0.099596774,0.05121875,0.131806061,0.11939823,0.021292308,0.07396087,0.243376147,0.07634058,0.004424242,0.053109589,0.011080986,0.010064748,0.063133333,0.04430102,0.008705521,0.014675926,0.005073333,0.053923729,0.020591346,0.013087912,0.011321678,0.044243902,0.007911917,0.013188172,0.044637037,0.089717277,0.00830814,0.182994536,0.017377143,0.011169884,0.010152284,0.017714286,0.004422414,0.13659633,0.036156716,0.016633962,0.047933921,0.030577586,0.011531532,0.004048443,0.062247525,0.154831325,0.01027027,0.007794118,0.059228814,0.002957746,0.021344,0.009033493,0.006961702,0.006310881,0.013152941,0.008011765,0.028715084,0.009451064,0.017569966,0.077283465,0.087520325,0.079403101,0.067154585
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CD27+,CD27+CD8+ T cells,0.025594017,0.087366667,0.081666667,0.064302083,0.06147681,0.104579365,0.026751196,0.073425121,0.168814433,0.027642487,0.048854839,0.096455446,0.08122043,0.0346125,0.091090909,0.048473451,0.052630769,0.04703913,0.033972477,0.066108696,0.017363636,0.038251142,0.053126761,0.053363309,0.030723077,0.04169898,0.033110429,0.032347222,0.03114,0.03040678,0.040235577,0.040098901,0.023132867,0.053814634,0.046088083,0.058091398,0.135459259,0.030366492,0.04077907,0.057918033,0.023622857,0.056181467,0.055360406,0.045361905,0.035422414,0.031688073,0.057858209,0.018664151,0.114770925,0.120073276,0.123040541,0.177318339,0.038470297,0.04313253,0.075209459,0.050331933,0.051262712,0.034394366,0.143512,0.061344498,0.088919149,0.066569948,0.123043137,0.132347059,0.034251397,0.084378723,0.08447099,0.120244094,0.129365854,0.10275969,0.117485094
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CD28-,CD28-CD8+ T cells,0.07017094,0.019025,0.051572327,0.021479167,0.039607344,0.123571429,0.017263158,0.081164251,0.021546392,0.004823834,0.078395161,0.079321782,0.11755914,0.0622,0.121315152,0.122659292,0.024076923,0.090295652,0.229119266,0.095289855,0.007345455,0.056054795,0.013806338,0.017097122,0.060066667,0.050428571,0.020006135,0.018722222,0.007946667,0.056050847,0.0219375,0.022802198,0.014202797,0.054014634,0.021093264,0.016951613,0.070581481,0.092759162,0.012098837,0.18073224,0.019691429,0.015274131,0.015395939,0.023452381,0.007034483,0.141261468,0.039977612,0.02085283,0.06160793,0.053767241,0.016689189,0.014356401,0.067212871,0.160096386,0.013554054,0.015247899,0.067542373,0.004591549,0.033376,0.023555024,0.017451064,0.010932642,0.019756863,0.017135294,0.030703911,0.023140426,0.03052901,0.116677165,0.12698374,0.119108527,0.103809206
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CD28+,CD28+CD8+ T cells,0.019726496,0.076425,0.054591195,0.0485,0.045882389,0.038674603,0.024172249,0.046028986,0.154345361,0.025502591,0.035322581,0.084094059,0.063258065,0.02363125,0.101581818,0.045212389,0.049846154,0.030704348,0.048229358,0.04715942,0.014442424,0.035305936,0.050401408,0.046330935,0.033789744,0.035571429,0.021809816,0.028300926,0.028266667,0.028279661,0.038889423,0.030384615,0.020251748,0.044043902,0.032906736,0.054327957,0.109514815,0.027324607,0.036988372,0.060180328,0.021308571,0.05207722,0.050116751,0.03962381,0.032810345,0.027022936,0.054037313,0.014445283,0.101096916,0.096883621,0.117882883,0.167010381,0.03350495,0.03786747,0.071925676,0.042878151,0.042949153,0.032760563,0.13148,0.046822967,0.078429787,0.061948187,0.116439216,0.123223529,0.03226257,0.070689362,0.071511945,0.080850394,0.089902439,0.063054264,0.080830474
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CD85j-,CD85j-CD8+ T cells,0.036837607,0.0847,0.067075472,0.061671875,0.058504965,0.069936508,0.024894737,0.080207729,0.166201031,0.027129534,0.062814516,0.116856436,0.113741935,0.04610625,0.112054545,0.077867257,0.057774359,0.056534783,0.107155963,0.053036232,0.017363636,0.036315068,0.048362676,0.048478417,0.04425641,0.053438776,0.026141104,0.029310185,0.0306,0.050118644,0.043283654,0.040571429,0.027734266,0.04137561,0.035979275,0.051747312,0.125955556,0.032591623,0.041377907,0.057169399,0.023274286,0.049509653,0.052558376,0.047790476,0.03337069,0.044733945,0.045544776,0.013875472,0.11561674,0.131030172,0.117463964,0.174788927,0.072712871,0.08836747,0.077695946,0.047794118,0.077771186,0.033211268,0.142496,0.061526316,0.085191489,0.06738342,0.123184314,0.131629412,0.047681564,0.081361702,0.080627986,0.133393701,0.167593496,0.130689922,0.13449138
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CD85j+,CD85j+CD8+ T cells,0.053059829,0.01075,0.03908805,0.0079375,0.026984768,0.092309524,0.01654067,0.046985507,0.009690722,0.003196891,0.050903226,0.046559406,0.067075269,0.039725,0.110842424,0.090004425,0.016148718,0.064465217,0.170192661,0.089413043,0.004424242,0.055045662,0.01584507,0.01494964,0.0496,0.032561224,0.015674847,0.017712963,0.005613333,0.034211864,0.017543269,0.012615385,0.00672028,0.056682927,0.018020725,0.019532258,0.054140741,0.087492147,0.007709302,0.183743169,0.017725714,0.017841699,0.012954315,0.015285714,0.006474138,0.123550459,0.048470149,0.021422642,0.047088106,0.01962069,0.017108108,0.006577855,0.02800495,0.109596386,0.007783784,0.010331933,0.032720339,0.004140845,0.02236,0.008851675,0.010689362,0.005497409,0.013011765,0.008729412,0.015284916,0.012468085,0.021412969,0.064133858,0.049292683,0.051472868,0.050148299
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CD94-,CD94-CD8+ T cells,0.079833333,0.08895,0.102867925,0.063770833,0.075455873,0.159373016,0.036502392,0.109425121,0.169721649,0.02926943,0.108306452,0.159653465,0.164865591,0.08265,0.209109091,0.158318584,0.067748718,0.110843478,0.270155963,0.100746377,0.019824242,0.081442922,0.060017606,0.059420863,0.090276923,0.083086735,0.040736196,0.040675926,0.03504,0.079525424,0.0563125,0.051186813,0.030048951,0.084419512,0.051134715,0.06566129,0.171133333,0.099246073,0.045546512,0.196322404,0.037262857,0.064328185,0.061649746,0.05742381,0.03700431,0.047284404,0.092246269,0.030849057,0.150568282,0.138568966,0.125315315,0.178301038,0.094727723,0.191849398,0.081763514,0.054382353,0.105177966,0.036542254,0.155072,0.066210526,0.092693617,0.069751295,0.131223529,0.130123529,0.059357542,0.091306383,0.098047782,0.183590551,0.202626016,0.169333333,0.16805855
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD8+|CD94+,CD94+CD8+ T cells,0.010064103,0.0065,0.003295597,0.005838542,0.01003386,0.002873016,0.004933014,0.017768116,0.006170103,0.001056995,0.00541129,0.003762376,0.015951613,0.00318125,0.013787879,0.009553097,0.006174359,0.010156522,0.007192661,0.041702899,0.001963636,0.009917808,0.004190141,0.004007194,0.003579487,0.002913265,0.001079755,0.006347222,0.001173333,0.004805085,0.004514423,0.002,0.004405594,0.013639024,0.002865285,0.00561828,0.008962963,0.020837696,0.003540698,0.044590164,0.003737143,0.003023166,0.003862944,0.005652381,0.002840517,0.121,0.001768657,0.004449057,0.012136564,0.012081897,0.009256757,0.003065744,0.005990099,0.006114458,0.003716216,0.003743697,0.005313559,0.000809859,0.009784,0.004167464,0.003187234,0.003129534,0.004972549,0.010235294,0.003608939,0.002523404,0.003993174,0.013937008,0.014260163,0.012829457,0.016581129
